,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
28604,28602,PG0286,2017-08-23 15:45:00+03,2017-08-23 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28605,28603,PG0286,2017-09-06 15:45:00+03,2017-09-06 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28606,28604,PG0286,2017-08-29 15:45:00+03,2017-08-29 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28607,28605,PG0286,2017-09-01 15:45:00+03,2017-09-01 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28608,28606,PG0286,2017-09-05 15:45:00+03,2017-09-05 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28609,28607,PG0286,2017-08-20 15:45:00+03,2017-08-20 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28610,28608,PG0286,2017-07-18 15:45:00+03,2017-07-18 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-18 15:47:00+03,2017-07-18 17:17:00+03
28611,28609,PG0286,2017-07-20 15:45:00+03,2017-07-20 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-20 15:48:00+03,2017-07-20 17:18:00+03
28612,28610,PG0286,2017-07-25 15:45:00+03,2017-07-25 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-25 15:46:00+03,2017-07-25 17:17:00+03
28613,28611,PG0286,2017-08-27 15:45:00+03,2017-08-27 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28614,28612,PG0286,2017-07-19 15:45:00+03,2017-07-19 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-19 15:47:00+03,2017-07-19 17:17:00+03
28615,28613,PG0286,2017-08-04 15:45:00+03,2017-08-04 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-04 15:48:00+03,2017-08-04 17:17:00+03
28616,28614,PG0286,2017-09-12 15:45:00+03,2017-09-12 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28617,28615,PG0286,2017-07-24 15:45:00+03,2017-07-24 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-24 15:48:00+03,2017-07-24 17:18:00+03
28618,28616,PG0286,2017-08-31 15:45:00+03,2017-08-31 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28619,28617,PG0286,2017-08-15 15:45:00+03,2017-08-15 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-15 15:49:00+03,2017-08-15 17:19:00+03
28620,28618,PG0286,2017-08-25 15:45:00+03,2017-08-25 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28621,28619,PG0286,2017-09-11 15:45:00+03,2017-09-11 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28622,28620,PG0286,2017-07-21 15:45:00+03,2017-07-21 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-21 15:47:00+03,2017-07-21 17:19:00+03
28623,28621,PG0286,2017-08-08 15:45:00+03,2017-08-08 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-08 15:48:00+03,2017-08-08 17:18:00+03
28624,28622,PG0286,2017-08-12 15:45:00+03,2017-08-12 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-12 15:48:00+03,2017-08-12 17:18:00+03
28625,28623,PG0286,2017-09-10 15:45:00+03,2017-09-10 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28626,28624,PG0286,2017-09-07 15:45:00+03,2017-09-07 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28627,28625,PG0286,2017-08-16 15:45:00+03,2017-08-16 17:15:00+03,KVX,LED,On Time,SU9,\N,\N
28628,28626,PG0286,2017-08-01 15:45:00+03,2017-08-01 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-01 15:47:00+03,2017-08-01 17:16:00+03
28629,28627,PG0286,2017-09-09 15:45:00+03,2017-09-09 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28630,28628,PG0286,2017-07-16 15:45:00+03,2017-07-16 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-16 15:46:00+03,2017-07-16 17:15:00+03
28631,28629,PG0286,2017-08-28 15:45:00+03,2017-08-28 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28632,28630,PG0286,2017-08-21 15:45:00+03,2017-08-21 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28633,28631,PG0286,2017-07-17 15:45:00+03,2017-07-17 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-17 15:52:00+03,2017-07-17 17:22:00+03
28634,28632,PG0286,2017-07-31 15:45:00+03,2017-07-31 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-31 15:49:00+03,2017-07-31 17:18:00+03
28635,28633,PG0286,2017-09-13 15:45:00+03,2017-09-13 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28636,28634,PG0286,2017-08-07 15:45:00+03,2017-08-07 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-07 15:49:00+03,2017-08-07 17:18:00+03
28637,28635,PG0286,2017-08-13 15:45:00+03,2017-08-13 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-13 15:48:00+03,2017-08-13 17:16:00+03
28638,28636,PG0286,2017-08-05 15:45:00+03,2017-08-05 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-05 15:51:00+03,2017-08-05 17:20:00+03
28639,28637,PG0286,2017-08-19 15:45:00+03,2017-08-19 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28640,28638,PG0286,2017-09-14 15:45:00+03,2017-09-14 17:15:00+03,KVX,LED,Cancelled,SU9,\N,\N
28641,28639,PG0286,2017-08-26 15:45:00+03,2017-08-26 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28642,28640,PG0286,2017-08-17 15:45:00+03,2017-08-17 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28643,28641,PG0286,2017-08-30 15:45:00+03,2017-08-30 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28644,28642,PG0286,2017-08-03 15:45:00+03,2017-08-03 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-03 15:47:00+03,2017-08-03 17:16:00+03
28645,28643,PG0286,2017-08-22 15:45:00+03,2017-08-22 17:15:00+03,KVX,LED,Scheduled,SU9,\N,\N
28646,28644,PG0286,2017-07-27 15:45:00+03,2017-07-27 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-27 15:48:00+03,2017-07-27 17:18:00+03
28647,28645,PG0286,2017-08-10 15:45:00+03,2017-08-10 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-10 15:49:00+03,2017-08-10 17:17:00+03
28648,28646,PG0286,2017-07-29 15:45:00+03,2017-07-29 17:15:00+03,KVX,LED,Arrived,SU9,2017-07-29 15:45:00+03,2017-07-29 17:15:00+03
28649,28647,PG0286,2017-08-11 15:45:00+03,2017-08-11 17:15:00+03,KVX,LED,Arrived,SU9,2017-08-11 15:50:00+03,2017-08-11 17:20:00+03
28650,28648,PG0312,2017-08-26 11:40:00+03,2017-08-26 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28651,28649,PG0312,2017-07-17 11:40:00+03,2017-07-17 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-17 11:42:00+03,2017-07-17 14:23:00+03
28652,28650,PG0312,2017-08-14 11:40:00+03,2017-08-14 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-14 11:43:00+03,2017-08-14 14:30:00+03
28653,28651,PG0312,2017-09-10 11:40:00+03,2017-09-10 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28654,28652,PG0312,2017-07-16 11:40:00+03,2017-07-16 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-16 11:44:00+03,2017-07-16 14:28:00+03
28655,28653,PG0312,2017-09-03 11:40:00+03,2017-09-03 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28656,28654,PG0312,2017-09-09 11:40:00+03,2017-09-09 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28657,28655,PG0312,2017-07-18 11:40:00+03,2017-07-18 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-18 11:45:00+03,2017-07-18 14:33:00+03
28658,28656,PG0312,2017-08-23 11:40:00+03,2017-08-23 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28659,28657,PG0312,2017-08-29 11:40:00+03,2017-08-29 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28660,28658,PG0312,2017-08-03 11:40:00+03,2017-08-03 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-03 11:40:00+03,2017-08-03 14:25:00+03
28661,28659,PG0312,2017-09-14 11:40:00+03,2017-09-14 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28662,28660,PG0312,2017-07-28 11:40:00+03,2017-07-28 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-28 11:42:00+03,2017-07-28 14:28:00+03
28663,28661,PG0312,2017-08-01 11:40:00+03,2017-08-01 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-01 11:41:00+03,2017-08-01 14:24:00+03
28664,28662,PG0312,2017-08-08 11:40:00+03,2017-08-08 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-08 11:44:00+03,2017-08-08 14:31:00+03
28665,28663,PG0312,2017-09-08 11:40:00+03,2017-09-08 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28666,28664,PG0312,2017-07-27 11:40:00+03,2017-07-27 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-27 11:44:00+03,2017-07-27 14:28:00+03
28667,28665,PG0312,2017-09-07 11:40:00+03,2017-09-07 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28668,28666,PG0312,2017-08-20 11:40:00+03,2017-08-20 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28669,28667,PG0312,2017-08-24 11:40:00+03,2017-08-24 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28670,28668,PG0312,2017-07-30 11:40:00+03,2017-07-30 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-30 11:42:00+03,2017-07-30 14:24:00+03
28671,28669,PG0312,2017-08-06 11:40:00+03,2017-08-06 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-06 15:29:00+03,2017-08-06 18:14:00+03
28672,28670,PG0312,2017-07-20 11:40:00+03,2017-07-20 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-20 11:47:00+03,2017-07-20 14:31:00+03
28673,28671,PG0312,2017-07-25 11:40:00+03,2017-07-25 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-25 11:43:00+03,2017-07-25 14:27:00+03
28674,28672,PG0312,2017-08-27 11:40:00+03,2017-08-27 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28675,28673,PG0312,2017-08-09 11:40:00+03,2017-08-09 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-09 11:43:00+03,2017-08-09 14:32:00+03
28676,28674,PG0312,2017-08-05 11:40:00+03,2017-08-05 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-05 11:43:00+03,2017-08-05 14:30:00+03
28677,28675,PG0312,2017-08-12 11:40:00+03,2017-08-12 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-12 11:43:00+03,2017-08-12 14:25:00+03
28678,28676,PG0312,2017-08-21 11:40:00+03,2017-08-21 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28679,28677,PG0312,2017-08-25 11:40:00+03,2017-08-25 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28680,28678,PG0312,2017-07-21 11:40:00+03,2017-07-21 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-21 11:42:00+03,2017-07-21 14:26:00+03
28681,28679,PG0312,2017-09-11 11:40:00+03,2017-09-11 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28682,28680,PG0312,2017-07-26 11:40:00+03,2017-07-26 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-26 11:41:00+03,2017-07-26 14:27:00+03
28683,28681,PG0312,2017-08-16 11:40:00+03,2017-08-16 14:25:00+03,KVX,OVB,On Time,SU9,\N,\N
28684,28682,PG0312,2017-07-29 11:40:00+03,2017-07-29 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-29 11:45:00+03,2017-07-29 14:30:00+03
28685,28683,PG0312,2017-08-30 11:40:00+03,2017-08-30 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28686,28684,PG0312,2017-09-06 11:40:00+03,2017-09-06 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28687,28685,PG0312,2017-07-23 11:40:00+03,2017-07-23 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-23 11:42:00+03,2017-07-23 14:30:00+03
28688,28686,PG0312,2017-08-10 11:40:00+03,2017-08-10 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-10 11:42:00+03,2017-08-10 14:29:00+03
28689,28687,PG0312,2017-08-22 11:40:00+03,2017-08-22 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28690,28688,PG0312,2017-08-02 11:40:00+03,2017-08-02 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-02 11:42:00+03,2017-08-02 14:28:00+03
28691,28689,PG0312,2017-09-13 11:40:00+03,2017-09-13 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28692,28690,PG0312,2017-07-19 11:40:00+03,2017-07-19 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-19 11:43:00+03,2017-07-19 14:30:00+03
28693,28691,PG0312,2017-08-13 11:40:00+03,2017-08-13 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-13 11:47:00+03,2017-08-13 14:31:00+03
28694,28692,PG0312,2017-08-28 11:40:00+03,2017-08-28 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28695,28693,PG0312,2017-08-15 11:40:00+03,2017-08-15 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-15 11:42:00+03,2017-08-15 14:28:00+03
28696,28694,PG0312,2017-08-17 11:40:00+03,2017-08-17 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28697,28695,PG0312,2017-08-31 11:40:00+03,2017-08-31 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28698,28696,PG0312,2017-08-11 11:40:00+03,2017-08-11 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-11 11:45:00+03,2017-08-11 14:32:00+03
28699,28697,PG0312,2017-07-24 11:40:00+03,2017-07-24 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-24 11:45:00+03,2017-07-24 14:33:00+03
28700,28698,PG0312,2017-08-18 11:40:00+03,2017-08-18 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28701,28699,PG0312,2017-08-19 11:40:00+03,2017-08-19 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28702,28700,PG0312,2017-09-05 11:40:00+03,2017-09-05 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28703,28701,PG0312,2017-09-12 11:40:00+03,2017-09-12 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28704,28702,PG0312,2017-09-02 11:40:00+03,2017-09-02 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28705,28703,PG0312,2017-07-22 11:40:00+03,2017-07-22 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-22 11:44:00+03,2017-07-22 14:30:00+03
28706,28704,PG0312,2017-08-04 11:40:00+03,2017-08-04 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-04 11:40:00+03,2017-08-04 14:26:00+03
28707,28705,PG0312,2017-09-04 11:40:00+03,2017-09-04 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28708,28706,PG0312,2017-09-01 11:40:00+03,2017-09-01 14:25:00+03,KVX,OVB,Scheduled,SU9,\N,\N
28709,28707,PG0312,2017-08-07 11:40:00+03,2017-08-07 14:25:00+03,KVX,OVB,Arrived,SU9,2017-08-07 11:50:00+03,2017-08-07 14:34:00+03
28710,28708,PG0312,2017-07-31 11:40:00+03,2017-07-31 14:25:00+03,KVX,OVB,Arrived,SU9,2017-07-31 11:42:00+03,2017-07-31 14:25:00+03
28711,28709,PG0040,2017-07-16 13:45:00+03,2017-07-16 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-16 13:46:00+03,2017-07-16 14:11:00+03
28712,28710,PG0040,2017-08-04 13:45:00+03,2017-08-04 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-04 13:47:00+03,2017-08-04 14:12:00+03
28713,28711,PG0040,2017-07-28 13:45:00+03,2017-07-28 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-28 17:29:00+03,2017-07-28 17:54:00+03
28714,28712,PG0040,2017-08-18 13:45:00+03,2017-08-18 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28715,28713,PG0040,2017-09-02 13:45:00+03,2017-09-02 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28716,28714,PG0040,2017-09-13 13:45:00+03,2017-09-13 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28717,28715,PG0040,2017-08-06 13:45:00+03,2017-08-06 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-06 13:50:00+03,2017-08-06 14:15:00+03
28718,28716,PG0040,2017-08-25 13:45:00+03,2017-08-25 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28719,28717,PG0040,2017-09-07 13:45:00+03,2017-09-07 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28720,28718,PG0040,2017-09-06 13:45:00+03,2017-09-06 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28721,28719,PG0040,2017-08-11 13:45:00+03,2017-08-11 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-11 13:51:00+03,2017-08-11 14:16:00+03
28722,28720,PG0040,2017-09-09 13:45:00+03,2017-09-09 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28723,28721,PG0040,2017-07-23 13:45:00+03,2017-07-23 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-23 13:47:00+03,2017-07-23 14:12:00+03
28724,28722,PG0040,2017-09-08 13:45:00+03,2017-09-08 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28725,28723,PG0040,2017-08-21 13:45:00+03,2017-08-21 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28726,28724,PG0040,2017-07-29 13:45:00+03,2017-07-29 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-29 13:45:00+03,2017-07-29 14:10:00+03
28727,28725,PG0040,2017-08-01 13:45:00+03,2017-08-01 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-01 13:45:00+03,2017-08-01 14:10:00+03
28728,28726,PG0040,2017-08-27 13:45:00+03,2017-08-27 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28729,28727,PG0040,2017-09-12 13:45:00+03,2017-09-12 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28730,28728,PG0040,2017-08-10 13:45:00+03,2017-08-10 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-10 13:48:00+03,2017-08-10 14:13:00+03
28731,28729,PG0040,2017-08-09 13:45:00+03,2017-08-09 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-09 13:48:00+03,2017-08-09 14:13:00+03
28732,28730,PG0040,2017-08-24 13:45:00+03,2017-08-24 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28733,28731,PG0040,2017-08-19 13:45:00+03,2017-08-19 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28734,28732,PG0040,2017-08-23 13:45:00+03,2017-08-23 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28735,28733,PG0040,2017-07-22 13:45:00+03,2017-07-22 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-22 13:51:00+03,2017-07-22 14:16:00+03
28736,28734,PG0040,2017-09-11 13:45:00+03,2017-09-11 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28737,28735,PG0040,2017-08-30 13:45:00+03,2017-08-30 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28738,28736,PG0040,2017-07-20 13:45:00+03,2017-07-20 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-20 13:48:00+03,2017-07-20 14:13:00+03
28739,28737,PG0040,2017-07-17 13:45:00+03,2017-07-17 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-17 13:49:00+03,2017-07-17 14:14:00+03
28740,28738,PG0040,2017-09-10 13:45:00+03,2017-09-10 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28741,28739,PG0040,2017-09-03 13:45:00+03,2017-09-03 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28742,28740,PG0040,2017-08-31 13:45:00+03,2017-08-31 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28743,28741,PG0040,2017-09-05 13:45:00+03,2017-09-05 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28744,28742,PG0040,2017-08-26 13:45:00+03,2017-08-26 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28745,28743,PG0040,2017-07-21 13:45:00+03,2017-07-21 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-21 13:48:00+03,2017-07-21 14:13:00+03
28746,28744,PG0040,2017-07-31 13:45:00+03,2017-07-31 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-31 13:47:00+03,2017-07-31 14:12:00+03
28747,28745,PG0040,2017-08-02 13:45:00+03,2017-08-02 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-02 13:50:00+03,2017-08-02 14:15:00+03
28748,28746,PG0040,2017-07-25 13:45:00+03,2017-07-25 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-25 16:28:00+03,2017-07-25 16:53:00+03
28749,28747,PG0040,2017-08-17 13:45:00+03,2017-08-17 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28750,28748,PG0040,2017-08-28 13:45:00+03,2017-08-28 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28751,28749,PG0040,2017-08-05 13:45:00+03,2017-08-05 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-05 13:49:00+03,2017-08-05 14:14:00+03
28752,28750,PG0040,2017-08-14 13:45:00+03,2017-08-14 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-14 13:51:00+03,2017-08-14 14:16:00+03
28753,28751,PG0040,2017-07-24 13:45:00+03,2017-07-24 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-24 13:50:00+03,2017-07-24 14:15:00+03
28754,28752,PG0040,2017-08-12 13:45:00+03,2017-08-12 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-12 13:47:00+03,2017-08-12 14:12:00+03
28755,28753,PG0040,2017-08-03 13:45:00+03,2017-08-03 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-03 13:48:00+03,2017-08-03 14:13:00+03
28756,28754,PG0040,2017-08-08 13:45:00+03,2017-08-08 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-08 13:47:00+03,2017-08-08 14:12:00+03
28757,28755,PG0040,2017-07-18 13:45:00+03,2017-07-18 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-18 13:46:00+03,2017-07-18 14:11:00+03
28758,28756,PG0040,2017-08-16 13:45:00+03,2017-08-16 14:10:00+03,KVX,KZN,On Time,SU9,\N,\N
28759,28757,PG0040,2017-07-27 13:45:00+03,2017-07-27 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-27 13:49:00+03,2017-07-27 14:13:00+03
28760,28758,PG0040,2017-08-29 13:45:00+03,2017-08-29 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28761,28759,PG0040,2017-07-30 13:45:00+03,2017-07-30 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-30 13:48:00+03,2017-07-30 14:13:00+03
28762,28760,PG0040,2017-08-13 13:45:00+03,2017-08-13 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-13 13:49:00+03,2017-08-13 14:14:00+03
28763,28761,PG0040,2017-09-01 13:45:00+03,2017-09-01 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28764,28762,PG0040,2017-09-14 13:45:00+03,2017-09-14 14:10:00+03,KVX,KZN,Cancelled,SU9,\N,\N
28765,28763,PG0040,2017-08-15 13:45:00+03,2017-08-15 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-15 13:51:00+03,2017-08-15 14:16:00+03
28766,28764,PG0040,2017-08-22 13:45:00+03,2017-08-22 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28767,28765,PG0040,2017-07-26 13:45:00+03,2017-07-26 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-26 13:46:00+03,2017-07-26 14:11:00+03
28768,28766,PG0040,2017-09-04 13:45:00+03,2017-09-04 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28769,28767,PG0040,2017-08-07 13:45:00+03,2017-08-07 14:10:00+03,KVX,KZN,Arrived,SU9,2017-08-07 13:49:00+03,2017-08-07 14:14:00+03
28770,28768,PG0040,2017-08-20 13:45:00+03,2017-08-20 14:10:00+03,KVX,KZN,Scheduled,SU9,\N,\N
28771,28769,PG0040,2017-07-19 13:45:00+03,2017-07-19 14:10:00+03,KVX,KZN,Arrived,SU9,2017-07-19 13:47:00+03,2017-07-19 14:12:00+03
28772,28770,PG0692,2017-09-05 14:05:00+03,2017-09-05 17:50:00+03,KVX,HMA,Scheduled,CN1,\N,\N
28773,28771,PG0692,2017-09-14 14:05:00+03,2017-09-14 17:50:00+03,KVX,HMA,Cancelled,CN1,\N,\N
28774,28772,PG0692,2017-07-16 14:05:00+03,2017-07-16 17:50:00+03,KVX,HMA,Arrived,CN1,2017-07-16 14:08:00+03,2017-07-16 17:54:00+03
28775,28773,PG0692,2017-07-18 14:05:00+03,2017-07-18 17:50:00+03,KVX,HMA,Arrived,CN1,2017-07-18 17:13:00+03,2017-07-18 21:01:00+03
28776,28774,PG0692,2017-08-14 14:05:00+03,2017-08-14 17:50:00+03,KVX,HMA,Arrived,CN1,2017-08-14 14:08:00+03,2017-08-14 17:55:00+03
28777,28775,PG0692,2017-08-31 14:05:00+03,2017-08-31 17:50:00+03,KVX,HMA,Scheduled,CN1,\N,\N
28778,28776,PG0692,2017-08-10 14:05:00+03,2017-08-10 17:50:00+03,KVX,HMA,Arrived,CN1,2017-08-10 14:07:00+03,2017-08-10 17:47:00+03
28779,28777,PG0692,2017-09-12 14:05:00+03,2017-09-12 17:50:00+03,KVX,HMA,Scheduled,CN1,\N,\N
28780,28778,PG0692,2017-07-17 14:05:00+03,2017-07-17 17:50:00+03,KVX,HMA,Arrived,CN1,2017-07-17 14:08:00+03,2017-07-17 17:51:00+03
28781,28779,PG0692,2017-07-19 14:05:00+03,2017-07-19 17:50:00+03,KVX,HMA,Arrived,CN1,2017-07-19 14:08:00+03,2017-07-19 17:56:00+03
28782,28780,PG0692,2017-09-03 14:05:00+03,2017-09-03 17:50:00+03,KVX,HMA,Scheduled,CN1,\N,\N
28783,28781,PG0692,2017-07-31 14:05:00+03,2017-07-31 17:50:00+03,KVX,HMA,Arrived,CN1,2017-07-31 14:08:00+03,2017-07-31 17:56:00+03
28784,28782,PG0692,2017-08-03 14:05:00+03,2017-08-03 17:50:00+03,KVX,HMA,Arrived,CN1,2017-08-03 17:38:00+03,2017-08-03 21:25:00+03
28785,28783,PG0692,2017-08-16 14:05:00+03,2017-08-16 17:50:00+03,KVX,HMA,On Time,CN1,\N,\N
